label,games,wins,win_rate,avg_points,avg_rounds,avg_fitness
base_genes,30,17,0.5666666666666667,7.466666666666667,33.733333333333334,178.6
trained_genes,30,19,0.6333333333333333,8.033333333333333,37.9,194.8
